"","eid","sex"
"221051",3210778,0
"221052",3210787,1
"221053",3210793,0
"221054",3210807,1
"221055",3210810,0
"221056",3210828,1
"221057",3210835,1
"221058",3210844,0
"221059",3210856,0
"221060",3210861,0
"221061",3210872,0
"221062",3210883,1
"221063",3210899,0
"221064",3210908,0
"221065",3210914,0
"221066",3210927,1
"221067",3210939,1
"221068",3210940,0
"221069",3210953,0
"221070",3210962,1
"221071",3210971,0
"221072",3210986,1
"221073",3210995,0
"221074",3211001,0
"221075",3211019,0
"221076",3211026,1
"221077",3211034,1
"221078",3211042,1
"221079",3211055,1
"221080",3211060,1
"221081",3211078,0
"221082",3211087,0
"221083",3211093,1
"221084",3211104,0
"221085",3211116,0
"221086",3211129,1
"221087",3211131,1
"221088",3211147,1
"221089",3211150,0
"221090",3211165,1
"221091",3211173,0
"221092",3211182,1
"221093",3211198,0
"221094",3211200,0
"221095",3211213,1
"221096",3211225,1
"221097",3211232,1
"221098",3211248,1
"221099",3211254,1
"221100",3211269,0
"221101",3211276,0
"221102",3211281,1
"221103",3211297,1
"221104",3211305,0
"221105",3211318,1
"221106",3211320,1
"221107",3211337,0
"221108",3211343,0
"221109",3211351,1
"221110",3211366,1
"221111",3211379,0
"221112",3211384,0
"221113",3211392,0
"221114",3211408,1
"221115",3211414,1
"221116",3211427,0
"221117",3211439,0
"221118",3211440,0
"221119",3211453,0
"221120",3211462,1
"221121",3211471,0
"221122",3211486,0
"221123",3211495,0
"221124",3211506,1
"221125",3211512,0
"221126",3211521,1
"221127",3211533,1
"221128",3211549,1
"221129",3211557,0
"221130",3211568,0
"221131",3211570,0
"221132",3211585,1
"221133",3211594,0
"221134",3211609,1
"221135",3211617,0
"221136",3211624,1
"221137",3211638,1
"221138",3211646,0
"221139",3211652,0
"221140",3211663,0
"221141",3211675,1
"221142",3211680,0
"221143",3211691,0
"221144",3211707,0
"221145",3211710,0
"221146",3211728,0
"221147",3211735,1
"221148",3211744,0
"221149",3211756,0
"221150",3211761,0
"221151",3211772,0
"221152",3211783,1
"221153",3211799,0
"221154",3211803,0
"221155",3211811,1
"221156",3211822,0
"221157",3211836,0
"221158",3211845,0
"221159",3211858,0
"221160",3211867,1
"221161",3211874,1
"221162",3211889,1
"221163",3211890,1
"221164",3211902,1
"221165",3211915,0
"221166",3211923,0
"221167",3211930,1
"221168",3211941,0
"221169",3211959,1
"221170",3211964,1
"221171",3211977,0
"221172",3211988,0
"221173",3211996,0
"221174",3212004,1
"221175",3212016,0
"221176",3212029,1
"221177",3212031,0
"221178",3212047,0
"221179",3212050,0
"221180",3212065,1
"221181",3212073,0
"221182",3212082,0
"221183",3212098,1
"221184",3212101,0
"221185",3212119,1
"221186",3212126,1
"221187",3212134,0
"221188",3212142,0
"221189",3212155,0
"221190",3212160,1
"221191",3212178,1
"221192",3212187,1
"221193",3212193,0
"221194",3212205,0
"221195",3212218,1
"221196",3212220,0
"221197",3212237,1
"221198",3212243,0
"221199",3212251,1
"221200",3212266,0
"221201",3212279,1
"221202",3212284,0
"221203",3212292,0
"221204",3212300,0
"221205",3212313,1
"221206",3212325,1
"221207",3212332,0
"221208",3212348,0
"221209",3212354,1
"221210",3212369,0
"221211",3212376,0
"221212",3212381,0
"221213",3212397,0
"221214",3212403,0
"221215",3212411,0
"221216",3212422,0
"221217",3212436,1
"221218",3212445,1
"221219",3212458,0
"221220",3212467,1
"221221",3212474,1
"221222",3212489,0
"221223",3212490,1
"221224",3212509,1
"221225",3212517,0
"221226",3212524,1
"221227",3212538,0
"221228",3212546,1
"221229",3212552,0
"221230",3212563,0
"221231",3212575,1
"221232",3212580,0
"221233",3212591,0
"221234",3212606,1
"221235",3212612,0
"221236",3212621,0
"221237",3212633,0
"221238",3212649,1
"221239",3212657,1
"221240",3212668,1
"221241",3212670,0
"221242",3212685,1
"221243",3212694,0
"221244",3212702,1
"221245",3212715,1
"221246",3212723,1
"221247",3212730,0
"221248",3212741,0
"221249",3212759,1
"221250",3212764,0
"221251",3212777,0
"221252",3212788,1
"221253",3212796,1
"221254",3212808,0
"221255",3212814,1
"221256",3212827,1
"221257",3212839,0
"221258",3212840,1
"221259",3212853,0
"221260",3212862,0
"221261",3212871,0
"221262",3212886,0
"221263",3212895,0
"221264",3212907,0
"221265",3212910,0
"221266",3212928,0
"221267",3212935,1
"221268",3212944,1
"221269",3212956,1
"221270",3212961,0
"221271",3212972,0
"221272",3212983,1
"221273",3212999,0
"221274",3213003,0
"221275",3213011,0
"221276",3213022,0
"221277",3213036,1
"221278",3213045,1
"221279",3213058,0
"221280",3213067,0
"221281",3213074,1
"221282",3213089,1
"221283",3213090,1
"221284",3213106,1
"221285",3213112,0
"221286",3213121,0
"221287",3213133,0
"221288",3213149,0
"221289",3213157,0
"221290",3213168,1
"221291",3213170,1
"221292",3213185,0
"221293",3213194,0
"221294",3213207,1
"221295",3213210,0
"221296",3213228,1
"221297",3213235,1
"221298",3213244,0
"221299",3213256,1
"221300",3213261,0
"221301",3213272,0
"221302",3213283,1
"221303",3213299,0
"221304",3213308,0
"221305",3213314,1
"221306",3213327,1
"221307",3213339,1
"221308",3213340,0
"221309",3213353,1
"221310",3213362,0
"221311",3213371,1
"221312",3213386,1
"221313",3213395,0
"221314",3213404,0
"221315",3213416,0
"221316",3213429,0
"221317",3213431,0
"221318",3213447,1
"221319",3213450,0
"221320",3213465,0
"221321",3213473,0
"221322",3213482,1
"221323",3213498,0
"221324",3213502,0
"221325",3213515,1
"221326",3213523,1
"221327",3213530,1
"221328",3213541,1
"221329",3213559,1
"221330",3213564,0
"221331",3213577,0
"221332",3213588,0
"221333",3213596,0
"221334",3213601,0
"221335",3213619,1
"221336",3213626,1
"221337",3213634,0
"221338",3213642,0
"221339",3213655,1
"221340",3213660,0
"221341",3213678,0
"221342",3213687,1
"221343",3213693,1
"221344",3213709,0
"221345",3213717,1
"221346",3213724,1
"221347",3213738,0
"221348",3213746,1
"221349",3213752,1
"221350",3213763,1
"221351",3213775,0
"221352",3213780,1
"221353",3213791,1
"221354",3213800,0
"221355",3213813,0
"221356",3213825,0
"221357",3213832,1
"221358",3213848,1
"221359",3213854,1
"221360",3213869,0
"221361",3213876,1
"221362",3213881,1
"221363",3213897,0
"221364",3213905,1
"221365",3213918,1
"221366",3213920,0
"221367",3213937,1
"221368",3213943,1
"221369",3213951,1
"221370",3213966,0
"221371",3213979,0
"221372",3213984,1
"221373",3213992,1
"221374",3214002,1
"221375",3214015,1
"221376",3214023,1
"221377",3214030,1
"221378",3214041,1
"221379",3214059,0
"221380",3214064,1
"221381",3214077,0
"221382",3214088,0
"221383",3214096,0
"221384",3214100,0
"221385",3214113,0
"221386",3214125,0
"221387",3214132,0
"221388",3214148,0
"221389",3214154,0
"221390",3214169,0
"221391",3214176,1
"221392",3214181,0
"221393",3214197,1
"221394",3214204,0
"221395",3214216,0
"221396",3214229,1
"221397",3214231,1
"221398",3214247,0
"221399",3214250,0
"221400",3214265,0
"221401",3214273,1
"221402",3214282,0
"221403",3214298,1
"221404",3214309,1
"221405",3214317,0
"221406",3214324,0
"221407",3214338,1
"221408",3214346,1
"221409",3214352,0
"221410",3214363,0
"221411",3214375,1
"221412",3214380,1
"221413",3214391,0
"221414",3214407,1
"221415",3214410,1
"221416",3214428,1
"221417",3214435,1
"221418",3214444,1
"221419",3214456,0
"221420",3214461,1
"221421",3214472,0
"221422",3214483,0
"221423",3214499,0
"221424",3214503,1
"221425",3214511,0
"221426",3214522,1
"221427",3214536,0
"221428",3214545,0
"221429",3214558,0
"221430",3214567,1
"221431",3214574,1
"221432",3214589,1
"221433",3214590,1
"221434",3214605,1
"221435",3214618,1
"221436",3214620,0
"221437",3214637,1
"221438",3214643,1
"221439",3214651,1
"221440",3214666,0
"221441",3214679,0
"221442",3214684,0
"221443",3214692,0
"221444",3214708,1
"221445",3214714,1
"221446",3214727,0
"221447",3214739,0
"221448",3214740,0
"221449",3214753,1
"221450",3214762,1
"221451",3214771,1
"221452",3214786,0
"221453",3214795,1
"221454",3214806,0
"221455",3214812,0
"221456",3214821,0
"221457",3214833,1
"221458",3214849,1
"221459",3214857,0
"221460",3214868,0
"221461",3214870,0
"221462",3214885,0
"221463",3214894,0
"221464",3214901,1
"221465",3214919,1
"221466",3214926,1
"221467",3214934,0
"221468",3214942,0
"221469",3214955,0
"221470",3214960,0
"221471",3214978,0
"221472",3214987,0
"221473",3214993,0
"221474",3215008,0
"221475",3215014,1
"221476",3215027,1
"221477",3215039,0
"221478",3215040,1
"221479",3215053,0
"221480",3215062,0
"221481",3215071,0
"221482",3215086,1
"221483",3215095,1
"221484",3215109,0
"221485",3215117,0
"221486",3215124,0
"221487",3215138,0
"221488",3215146,1
"221489",3215152,0
"221490",3215163,0
"221491",3215175,0
"221492",3215180,0
"221493",3215191,0
"221494",3215202,0
"221495",3215215,0
"221496",3215223,1
"221497",3215230,1
"221498",3215241,1
"221499",3215259,1
"221500",3215264,0
"221501",3215277,0
"221502",3215288,0
"221503",3215296,1
"221504",3215303,1
"221505",3215311,1
"221506",3215322,1
"221507",3215336,0
"221508",3215345,1
"221509",3215358,0
"221510",3215367,1
"221511",3215374,1
"221512",3215389,0
"221513",3215390,0
"221514",3215401,0
"221515",3215419,1
"221516",3215426,0
"221517",3215434,1
"221518",3215442,0
"221519",3215455,0
"221520",3215460,0
"221521",3215478,0
"221522",3215487,0
"221523",3215493,0
"221524",3215507,1
"221525",3215510,0
"221526",3215528,1
"221527",3215535,1
"221528",3215544,0
"221529",3215556,0
"221530",3215561,0
"221531",3215572,0
"221532",3215583,0
"221533",3215599,0
"221534",3215604,0
"221535",3215616,1
"221536",3215629,0
"221537",3215631,1
"221538",3215647,0
"221539",3215650,0
"221540",3215665,0
"221541",3215673,0
"221542",3215682,1
"221543",3215698,1
"221544",3215706,0
"221545",3215712,1
"221546",3215721,0
"221547",3215733,0
"221548",3215749,0
"221549",3215757,1
"221550",3215768,1
"221551",3215770,0
"221552",3215785,0
"221553",3215794,1
"221554",3215805,1
"221555",3215818,0
"221556",3215820,1
"221557",3215837,0
"221558",3215843,1
"221559",3215851,1
"221560",3215866,0
"221561",3215879,1
"221562",3215884,0
"221563",3215892,0
"221564",3215900,1
"221565",3215913,1
"221566",3215925,0
"221567",3215932,0
"221568",3215948,0
"221569",3215954,0
"221570",3215969,1
"221571",3215976,1
"221572",3215981,1
"221573",3215997,0
"221574",3216006,1
"221575",3216012,0
"221576",3216021,0
"221577",3216033,1
"221578",3216049,1
"221579",3216057,0
"221580",3216068,0
"221581",3216070,0
"221582",3216085,1
"221583",3216094,1
"221584",3216103,1
"221585",3216111,0
"221586",3216122,0
"221587",3216136,1
"221588",3216145,0
"221589",3216158,0
"221590",3216167,0
"221591",3216174,0
"221592",3216189,1
"221593",3216190,0
"221594",3216208,0
"221595",3216214,0
"221596",3216227,1
"221597",3216239,1
"221598",3216240,0
"221599",3216253,0
"221600",3216262,1
"221601",3216271,0
"221602",3216286,0
"221603",3216295,0
"221604",3216307,1
"221605",3216310,0
"221606",3216328,0
"221607",3216335,0
"221608",3216344,1
"221609",3216356,1
"221610",3216361,0
"221611",3216372,0
"221612",3216383,0
"221613",3216399,1
"221614",3216400,0
"221615",3216413,1
"221616",3216425,0
"221617",3216432,1
"221618",3216448,1
"221619",3216454,0
"221620",3216469,0
"221621",3216476,1
"221622",3216481,0
"221623",3216497,1
"221624",3216501,0
"221625",3216519,1
"221626",3216526,1
"221627",3216534,1
"221628",3216542,0
"221629",3216555,1
"221630",3216560,1
"221631",3216578,0
"221632",3216587,1
"221633",3216593,1
"221634",3216602,0
"221635",3216615,1
"221636",3216623,0
"221637",3216630,0
"221638",3216641,0
"221639",3216659,1
"221640",3216664,0
"221641",3216677,1
"221642",3216688,0
"221643",3216696,0
"221644",3216705,0
"221645",3216718,0
"221646",3216720,0
"221647",3216737,1
"221648",3216743,0
"221649",3216751,0
"221650",3216766,0
"221651",3216779,1
"221652",3216784,1
"221653",3216792,1
"221654",3216804,1
"221655",3216816,1
"221656",3216829,0
"221657",3216831,0
"221658",3216847,0
"221659",3216850,0
"221660",3216865,1
"221661",3216873,1
"221662",3216882,1
"221663",3216898,0
"221664",3216909,1
"221665",3216917,0
"221666",3216924,1
"221667",3216938,1
"221668",3216946,0
"221669",3216952,1
"221670",3216963,0
"221671",3216975,1
"221672",3216980,0
"221673",3216991,0
"221674",3217007,0
"221675",3217010,1
"221676",3217028,0
"221677",3217035,0
"221678",3217044,0
"221679",3217056,0
"221680",3217061,1
"221681",3217072,0
"221682",3217083,1
"221683",3217099,0
"221684",3217105,0
"221685",3217118,1
"221686",3217120,0
"221687",3217137,1
"221688",3217143,1
"221689",3217151,1
"221690",3217166,1
"221691",3217179,0
"221692",3217184,0
"221693",3217192,1
"221694",3217201,0
"221695",3217219,1
"221696",3217226,0
"221697",3217234,1
"221698",3217242,0
"221699",3217255,1
"221700",3217260,0
"221701",3217278,1
"221702",3217287,1
"221703",3217293,1
"221704",3217306,0
"221705",3217312,1
"221706",3217321,0
"221707",3217333,0
"221708",3217349,0
"221709",3217357,1
"221710",3217368,1
"221711",3217370,1
"221712",3217385,1
"221713",3217394,1
"221714",3217402,1
"221715",3217415,1
"221716",3217423,1
"221717",3217430,0
"221718",3217441,1
"221719",3217459,0
"221720",3217464,1
"221721",3217477,0
"221722",3217488,1
"221723",3217496,0
"221724",3217508,1
"221725",3217514,1
"221726",3217527,1
"221727",3217539,1
"221728",3217540,0
"221729",3217553,0
"221730",3217562,1
"221731",3217571,1
"221732",3217586,1
"221733",3217595,1
"221734",3217600,0
"221735",3217613,1
"221736",3217625,0
"221737",3217632,1
"221738",3217648,0
"221739",3217654,0
"221740",3217669,0
"221741",3217676,1
"221742",3217681,1
"221743",3217697,0
"221744",3217703,1
"221745",3217711,0
"221746",3217722,0
"221747",3217736,0
"221748",3217745,0
"221749",3217758,0
"221750",3217767,0
"221751",3217774,0
"221752",3217789,1
"221753",3217790,1
"221754",3217809,1
"221755",3217817,1
"221756",3217824,0
"221757",3217838,0
"221758",3217846,0
"221759",3217852,1
"221760",3217863,1
"221761",3217875,1
"221762",3217880,0
"221763",3217891,1
"221764",3217904,1
"221765",3217916,0
"221766",3217929,1
"221767",3217931,0
"221768",3217947,1
"221769",3217950,1
"221770",3217965,0
"221771",3217973,1
"221772",3217982,0
"221773",3217998,0
"221774",3218005,0
"221775",3218018,1
"221776",3218020,0
"221777",3218037,1
"221778",3218043,0
"221779",3218051,0
"221780",3218066,0
"221781",3218079,0
"221782",3218084,1
"221783",3218092,1
"221784",3218107,0
"221785",3218110,0
"221786",3218128,1
"221787",3218135,0
"221788",3218144,1
"221789",3218156,1
"221790",3218161,1
"221791",3218172,0
"221792",3218183,0
"221793",3218199,0
"221794",3218206,1
"221795",3218212,1
"221796",3218221,1
"221797",3218233,1
"221798",3218249,1
"221799",3218257,0
"221800",3218268,0
"221801",3218270,1
"221802",3218285,0
"221803",3218294,1
"221804",3218301,0
"221805",3218319,0
"221806",3218326,1
"221807",3218334,1
"221808",3218342,0
"221809",3218355,0
"221810",3218360,0
"221811",3218378,1
"221812",3218387,0
"221813",3218393,1
"221814",3218409,1
"221815",3218417,1
"221816",3218424,0
"221817",3218438,0
"221818",3218446,1
"221819",3218452,0
"221820",3218463,0
"221821",3218475,1
"221822",3218480,0
"221823",3218491,1
"221824",3218500,0
"221825",3218513,0
"221826",3218525,0
"221827",3218532,0
"221828",3218548,0
"221829",3218554,1
"221830",3218569,1
"221831",3218576,0
"221832",3218581,1
"221833",3218597,1
"221834",3218608,0
"221835",3218614,1
"221836",3218627,1
"221837",3218639,0
"221838",3218640,1
"221839",3218653,1
"221840",3218662,0
"221841",3218671,0
"221842",3218686,1
"221843",3218695,0
"221844",3218704,1
"221845",3218716,0
"221846",3218729,0
"221847",3218731,1
"221848",3218747,0
"221849",3218750,0
"221850",3218765,1
"221851",3218773,0
"221852",3218782,0
"221853",3218798,1
"221854",3218802,0
"221855",3218815,0
"221856",3218823,0
"221857",3218830,0
"221858",3218841,0
"221859",3218859,1
"221860",3218864,0
"221861",3218877,1
"221862",3218888,1
"221863",3218896,0
"221864",3218903,0
"221865",3218911,1
"221866",3218922,0
"221867",3218936,0
"221868",3218945,0
"221869",3218958,0
"221870",3218967,0
"221871",3218974,0
"221872",3218989,0
"221873",3218990,1
"221874",3219009,0
"221875",3219017,0
"221876",3219024,1
"221877",3219038,1
"221878",3219046,0
"221879",3219052,0
"221880",3219063,1
"221881",3219075,1
"221882",3219080,0
"221883",3219091,0
"221884",3219108,0
"221885",3219114,0
"221886",3219127,1
"221887",3219139,0
"221888",3219140,1
"221889",3219153,1
"221890",3219162,1
"221891",3219171,1
"221892",3219186,1
"221893",3219195,1
"221894",3219203,1
"221895",3219211,0
"221896",3219222,1
"221897",3219236,1
"221898",3219245,1
"221899",3219258,1
"221900",3219267,1
"221901",3219274,0
"221902",3219289,1
"221903",3219290,0
"221904",3219302,1
"221905",3219315,0
"221906",3219323,0
"221907",3219330,0
"221908",3219341,1
"221909",3219359,1
"221910",3219364,1
"221911",3219377,0
"221912",3219388,0
"221913",3219396,1
"221914",3219405,0
"221915",3219418,1
"221916",3219420,1
"221917",3219437,1
"221918",3219443,0
"221919",3219451,0
"221920",3219466,1
"221921",3219479,1
"221922",3219484,1
"221923",3219492,0
"221924",3219504,1
"221925",3219516,1
"221926",3219529,1
"221927",3219531,1
"221928",3219547,1
"221929",3219550,1
"221930",3219565,1
"221931",3219573,0
"221932",3219582,0
"221933",3219598,0
"221934",3219607,1
"221935",3219610,0
"221936",3219628,0
"221937",3219635,1
"221938",3219644,1
"221939",3219656,0
"221940",3219661,1
"221941",3219672,0
"221942",3219683,0
"221943",3219699,1
"221944",3219700,0
"221945",3219713,1
"221946",3219725,0
"221947",3219732,0
"221948",3219748,1
"221949",3219754,0
"221950",3219769,0
"221951",3219776,1
"221952",3219781,0
"221953",3219797,0
"221954",3219801,0
"221955",3219819,0
"221956",3219826,1
"221957",3219834,0
"221958",3219842,1
"221959",3219855,0
"221960",3219860,0
"221961",3219878,1
"221962",3219887,1
"221963",3219893,0
"221964",3219906,0
"221965",3219912,1
"221966",3219921,0
"221967",3219933,0
"221968",3219949,1
"221969",3219957,0
"221970",3219968,0
"221971",3219970,0
"221972",3219985,0
"221973",3219994,0
"221974",3220002,0
"221975",3220015,0
"221976",3220023,0
"221977",3220030,1
"221978",3220041,0
"221979",3220059,0
"221980",3220064,1
"221981",3220077,0
"221982",3220088,1
"221983",3220096,1
"221984",3220100,1
"221985",3220113,1
"221986",3220125,0
"221987",3220132,1
"221988",3220148,1
"221989",3220154,1
"221990",3220169,1
"221991",3220176,1
"221992",3220181,0
"221993",3220197,0
"221994",3220204,0
"221995",3220216,0
"221996",3220229,1
"221997",3220231,1
"221998",3220247,1
"221999",3220250,0
"222000",3220265,1
"222001",3220273,1
"222002",3220282,0
"222003",3220298,1
"222004",3220309,0
"222005",3220317,1
"222006",3220324,1
"222007",3220338,1
"222008",3220346,1
"222009",3220352,0
"222010",3220363,0
"222011",3220375,0
"222012",3220380,1
"222013",3220391,1
"222014",3220407,0
"222015",3220410,1
"222016",3220428,1
"222017",3220435,1
"222018",3220444,0
"222019",3220456,1
"222020",3220461,1
"222021",3220472,1
"222022",3220483,0
"222023",3220499,1
"222024",3220503,1
"222025",3220511,0
"222026",3220522,1
"222027",3220536,0
"222028",3220545,0
"222029",3220558,0
"222030",3220567,1
"222031",3220574,1
"222032",3220589,1
"222033",3220590,1
"222034",3220605,0
"222035",3220618,1
"222036",3220620,0
"222037",3220637,0
"222038",3220643,0
"222039",3220651,1
"222040",3220666,1
"222041",3220679,1
"222042",3220684,0
"222043",3220692,1
"222044",3220708,0
"222045",3220714,0
"222046",3220727,1
"222047",3220739,0
"222048",3220740,1
"222049",3220753,1
"222050",3220762,1
"222051",3220771,1
"222052",3220786,0
"222053",3220795,0
"222054",3220806,1
"222055",3220812,1
"222056",3220821,1
"222057",3220833,1
"222058",3220849,0
"222059",3220857,1
"222060",3220868,0
"222061",3220870,0
"222062",3220885,0
"222063",3220894,1
"222064",3220901,0
"222065",3220919,0
"222066",3220926,0
"222067",3220934,1
"222068",3220942,1
"222069",3220955,1
"222070",3220960,0
"222071",3220978,1
"222072",3220987,0
"222073",3220993,0
"222074",3221008,0
"222075",3221014,0
"222076",3221027,0
"222077",3221039,0
"222078",3221040,1
"222079",3221053,0
"222080",3221062,0
"222081",3221071,0
"222082",3221086,0
"222083",3221095,1
"222084",3221109,1
"222085",3221117,1
"222086",3221124,0
"222087",3221138,0
"222088",3221146,1
"222089",3221152,0
"222090",3221163,0
"222091",3221175,0
"222092",3221180,0
"222093",3221191,1
"222094",3221202,1
"222095",3221215,0
"222096",3221223,1
"222097",3221230,0
"222098",3221241,1
"222099",3221259,1
"222100",3221264,0
"222101",3221277,1
"222102",3221288,1
"222103",3221296,0
"222104",3221303,1
"222105",3221311,0
"222106",3221322,1
"222107",3221336,1
"222108",3221345,0
"222109",3221358,0
"222110",3221367,1
"222111",3221374,1
"222112",3221389,0
"222113",3221390,0
"222114",3221401,0
"222115",3221419,1
"222116",3221426,0
"222117",3221434,1
"222118",3221442,1
"222119",3221455,1
"222120",3221460,0
"222121",3221478,1
"222122",3221487,1
"222123",3221493,0
"222124",3221507,1
"222125",3221510,0
"222126",3221528,0
"222127",3221535,1
"222128",3221544,0
"222129",3221556,0
"222130",3221561,1
"222131",3221572,0
"222132",3221583,1
"222133",3221599,1
"222134",3221604,1
"222135",3221616,1
"222136",3221629,1
"222137",3221631,0
"222138",3221647,0
"222139",3221650,0
"222140",3221665,1
"222141",3221673,1
"222142",3221682,0
"222143",3221698,1
"222144",3221706,0
"222145",3221712,0
"222146",3221721,0
"222147",3221733,0
"222148",3221749,0
"222149",3221757,1
"222150",3221768,0
"222151",3221770,1
"222152",3221785,1
"222153",3221794,1
"222154",3221805,0
"222155",3221818,1
"222156",3221820,0
"222157",3221837,1
"222158",3221843,0
"222159",3221851,1
"222160",3221866,0
"222161",3221879,1
"222162",3221884,1
"222163",3221892,1
"222164",3221900,1
"222165",3221913,0
"222166",3221925,1
"222167",3221932,0
"222168",3221948,1
"222169",3221954,0
"222170",3221969,0
"222171",3221976,1
"222172",3221981,0
"222173",3221997,1
"222174",3222009,1
"222175",3222017,1
"222176",3222024,0
"222177",3222038,1
"222178",3222046,1
"222179",3222052,0
"222180",3222063,0
"222181",3222075,0
"222182",3222080,1
"222183",3222091,1
"222184",3222108,0
"222185",3222114,1
"222186",3222127,0
"222187",3222139,0
"222188",3222140,0
"222189",3222153,0
"222190",3222162,0
"222191",3222171,0
"222192",3222186,0
"222193",3222195,1
"222194",3222203,1
"222195",3222211,0
"222196",3222222,1
"222197",3222236,1
"222198",3222245,0
"222199",3222258,0
"222200",3222267,1
"222201",3222274,0
"222202",3222289,1
"222203",3222290,0
"222204",3222302,0
"222205",3222315,0
"222206",3222323,0
"222207",3222330,0
"222208",3222341,0
"222209",3222359,0
"222210",3222364,1
"222211",3222377,1
"222212",3222388,1
"222213",3222396,0
"222214",3222405,0
"222215",3222418,0
"222216",3222420,0
"222217",3222437,0
"222218",3222443,0
"222219",3222451,0
"222220",3222466,0
"222221",3222479,1
"222222",3222484,0
"222223",3222492,0
"222224",3222504,0
"222225",3222516,0
"222226",3222529,1
"222227",3222531,0
"222228",3222547,0
"222229",3222550,1
"222230",3222565,1
"222231",3222573,0
"222232",3222582,0
"222233",3222598,0
"222234",3222607,0
"222235",3222610,0
"222236",3222628,0
"222237",3222635,0
"222238",3222644,1
"222239",3222656,0
"222240",3222661,0
"222241",3222672,0
"222242",3222683,0
"222243",3222699,0
"222244",3222700,0
"222245",3222713,0
"222246",3222725,1
"222247",3222732,0
"222248",3222748,1
"222249",3222754,1
"222250",3222769,0
"222251",3222776,1
"222252",3222781,1
"222253",3222797,0
"222254",3222801,1
"222255",3222819,1
"222256",3222826,1
"222257",3222834,0
"222258",3222842,1
"222259",3222855,1
"222260",3222860,0
"222261",3222878,0
"222262",3222887,0
"222263",3222893,0
"222264",3222906,0
"222265",3222912,0
"222266",3222921,1
"222267",3222933,1
"222268",3222949,0
"222269",3222957,0
"222270",3222968,0
"222271",3222970,0
"222272",3222985,1
"222273",3222994,0
"222274",3223005,1
"222275",3223018,0
"222276",3223037,1
"222277",3223043,0
"222278",3223051,1
"222279",3223066,0
"222280",3223079,1
"222281",3223084,0
"222282",3223092,1
"222283",3223107,1
"222284",3223110,0
"222285",3223128,0
"222286",3223135,1
"222287",3223144,0
"222288",3223156,1
"222289",3223161,1
"222290",3223172,1
"222291",3223183,0
"222292",3223199,0
"222293",3223206,0
"222294",3223212,1
"222295",3223221,0
"222296",3223233,0
"222297",3223249,1
"222298",3223257,0
"222299",3223268,0
"222300",3223270,0
"222301",3223285,0
"222302",3223294,1
"222303",3223301,0
"222304",3223319,1
"222305",3223326,0
"222306",3223334,0
"222307",3223342,1
"222308",3223355,0
"222309",3223360,1
"222310",3223378,1
"222311",3223387,1
"222312",3223393,0
"222313",3223409,0
"222314",3223417,1
"222315",3223424,0
"222316",3223438,0
"222317",3223446,0
"222318",3223452,0
"222319",3223463,0
"222320",3223475,1
"222321",3223480,0
"222322",3223491,0
"222323",3223500,0
"222324",3223513,0
"222325",3223525,0
"222326",3223532,0
"222327",3223548,1
"222328",3223554,0
"222329",3223569,1
"222330",3223576,1
"222331",3223581,0
"222332",3223597,0
"222333",3223608,0
"222334",3223614,1
"222335",3223627,1
"222336",3223639,0
"222337",3223640,1
"222338",3223653,0
"222339",3223662,0
"222340",3223671,0
"222341",3223686,0
"222342",3223695,1
"222343",3223704,0
"222344",3223716,0
"222345",3223729,1
"222346",3223731,1
"222347",3223747,1
"222348",3223750,0
"222349",3223765,1
"222350",3223773,1
"222351",3223782,0
"222352",3223798,1
"222353",3223802,0
"222354",3223815,1
"222355",3223823,1
"222356",3223830,1
"222357",3223841,0
"222358",3223859,1
"222359",3223864,0
"222360",3223877,0
"222361",3223888,1
"222362",3223896,1
"222363",3223903,1
"222364",3223911,1
"222365",3223922,1
"222366",3223936,1
"222367",3223945,0
"222368",3223958,1
"222369",3223967,0
"222370",3223974,1
"222371",3223989,1
"222372",3223990,0
"222373",3224000,0
"222374",3224013,0
"222375",3224025,0
"222376",3224032,1
"222377",3224048,0
"222378",3224054,1
"222379",3224069,0
"222380",3224076,0
"222381",3224081,0
"222382",3224097,0
"222383",3224102,1
"222384",3224115,1
"222385",3224123,0
"222386",3224130,0
"222387",3224141,0
"222388",3224159,0
"222389",3224164,0
"222390",3224177,0
"222391",3224188,1
"222392",3224196,1
"222393",3224209,1
"222394",3224217,0
"222395",3224224,0
"222396",3224238,0
"222397",3224246,1
"222398",3224252,1
"222399",3224263,0
"222400",3224275,1
"222401",3224280,0
"222402",3224291,1
"222403",3224304,0
"222404",3224316,0
"222405",3224329,0
"222406",3224331,0
"222407",3224347,0
"222408",3224350,1
"222409",3224365,0
"222410",3224373,1
"222411",3224382,1
"222412",3224398,0
"222413",3224406,1
"222414",3224412,1
"222415",3224421,0
"222416",3224433,0
"222417",3224449,1
"222418",3224457,1
"222419",3224468,1
"222420",3224470,1
"222421",3224485,1
"222422",3224494,0
"222423",3224505,1
"222424",3224518,0
"222425",3224520,1
"222426",3224537,0
"222427",3224543,0
"222428",3224551,0
"222429",3224566,1
"222430",3224579,0
"222431",3224584,0
"222432",3224592,1
"222433",3224603,0
"222434",3224611,1
"222435",3224622,0
"222436",3224636,0
"222437",3224645,1
"222438",3224658,0
"222439",3224667,0
"222440",3224674,1
"222441",3224689,1
"222442",3224690,0
"222443",3224701,0
"222444",3224719,1
"222445",3224726,1
"222446",3224734,0
"222447",3224742,1
"222448",3224755,1
"222449",3224760,1
